date,flow_windsor,storage,shortfall_london,restrictions
2075-08-06,3991,146043,0,2
2075-08-07,4098,148539,0,1
2075-08-08,3652,150865,0,1
2075-08-09,3145,152872,0,0
2075-08-10,2927,154179,0,0
2075-08-11,2637,155369,0,0
2075-08-12,2333,156389,0,0
2075-08-13,2080,157015,0,0
2075-08-14,1869,157284,0,0
2075-08-15,1692,157255,0,0
2075-08-16,1540,156978,0,0
2075-08-17,1413,156451,0,0
2075-08-18,1277,155692,0,0
2075-08-19,1216,154705,0,0
2075-08-20,1186,153596,0,0
2075-08-21,1090,152378,0,0
2075-08-22,1223,151015,0,0
2075-08-23,1378,149728,0,0
2075-08-24,1470,148530,0,0
2075-08-25,1526,147392,0,0
2075-08-26,1521,146253,0,0
2075-08-27,1484,145134,0,0
2075-08-28,1433,144034,0,0
2075-08-29,1332,142921,0,0
2075-08-30,1310,141757,0,0
2075-08-31,1310,140561,0,0
2075-09-01,1270,139333,0,0
2075-09-02,1244,138162,0,0
2075-09-03,1244,136956,0,0
2075-09-04,1191,135787,0,0
2075-09-05,1243,134543,0,0
2075-09-06,1309,133301,0,1
2075-09-07,1313,132760,0,1
2075-09-08,1288,132201,0,1
2075-09-09,1159,131620,0,1
2075-09-10,1133,130922,0,1
2075-09-11,1102,130208,0,1
2075-09-12,990,129467,0,1
2075-09-13,958,128613,0,1
2075-09-14,882,127716,0,1
2075-09-15,853,126727,0,1
2075-09-16,806,125690,0,1
2075-09-17,773,124582,0,1
2075-09-18,810,123423,0,1
2075-09-19,725,122277,0,1
2075-09-20,720,121050,0,1
2075-09-21,724,119801,0,1
2075-09-22,735,118523,0,1
2075-09-23,743,117222,0,1
2075-09-24,707,115899,0,1
2075-09-25,698,114515,0,1
2075-09-26,809,113104,0,2
2075-09-27,920,111878,0,2
2075-09-28,1728,110829,0,2
2075-09-29,2965,111280,0,2
2075-09-30,3382,113090,0,1
2075-10-01,3488,115050,0,1
2075-10-02,4427,117137,0,0
2075-10-03,5440,119214,0,0
2075-10-04,5062,121689,0,0
2075-10-05,4379,124001,0,0
2075-10-06,3758,126101,0,0
2075-10-07,3242,128034,0,0
2075-10-08,2911,129843,0,0
2075-10-09,2732,131497,0,0
2075-10-10,2482,132899,0,0
2075-10-11,2242,133953,0,0
2075-10-12,2040,134661,0,0
2075-10-13,1869,135078,0,0
2075-10-14,1721,135251,0,0
2075-10-15,1596,135190,0,0
2075-10-16,1486,134894,0,0
2075-10-17,1390,134392,0,0
2075-10-18,1307,133709,0,0
2075-10-19,1234,132869,0,0
2075-10-20,1167,131887,0,0
2075-10-21,1109,130778,0,0
2075-10-22,957,129556,0,0
2075-10-23,890,128134,0,0
2075-10-24,949,126645,0,0
2075-10-25,999,125156,0,0
2075-10-26,1077,123640,0,0
2075-10-27,1212,122161,0,0
2075-10-28,1353,120919,0,0
2075-10-29,1508,119924,0,0
2075-10-30,1588,119075,0,0
2075-10-31,1591,118254,0,0
2075-11-01,1564,117373,0,0
2075-11-02,1519,116472,0,0
2075-11-03,1453,115586,0,0
2075-11-04,1362,114670,0,0
2075-11-05,1279,113673,0,1
2075-11-06,1204,113273,0,1
2075-11-07,1136,112779,0,1
2075-11-08,979,112190,0,1
2075-11-09,890,111413,0,1
2075-11-10,867,110522,0,1
2075-11-11,866,109596,0,1
2075-11-12,878,108655,0,1
2075-11-13,904,107684,0,1
2075-11-14,913,106690,0,1
2075-11-15,913,105664,0,1
2075-11-16,914,104610,0,1
2075-11-17,914,103540,0,1
2075-11-18,958,102505,0,1
2075-11-19,1061,101482,0,1
2075-11-20,1233,100632,0,1
2075-11-21,1418,100120,0,1
2075-11-22,1548,99820,0,1
2075-11-23,1594,99781,0,1
2075-11-24,1583,99560,0,1
2075-11-25,1542,99266,0,1
2075-11-26,1439,98999,0,1
2075-11-27,1341,98688,0,1
2075-11-28,1252,98311,0,1
2075-11-29,1169,97852,0,1
2075-11-30,1098,97302,0,1
2075-12-01,1037,96661,0,1
2075-12-02,1007,95854,0,1
2075-12-03,926,95014,0,1
2075-12-04,955,94074,0,1
2075-12-05,982,93097,0,1
2075-12-06,1012,92088,0,1
2075-12-07,1218,91100,0,2
2075-12-08,1297,90406,0,2
2075-12-09,1332,89793,0,2
2075-12-10,1402,89264,0,2
2075-12-11,1407,88791,0,2
2075-12-12,1503,88350,0,2
2075-12-13,1645,88108,0,2
2075-12-14,1764,88254,0,2
2075-12-15,1807,88518,0,2
2075-12-16,2136,88820,0,2
2075-12-17,2602,89691,0,2
2075-12-18,2602,91194,0,1
2075-12-19,2598,92581,0,1
2075-12-20,2493,93843,0,1
2075-12-21,2277,95134,0,1
2075-12-22,2090,96303,0,1
2075-12-23,2019,97214,0,1
2075-12-24,2012,98072,0,1
2075-12-25,2012,98941,0,1
2075-12-26,2231,99723,0,1
2075-12-27,2482,100708,0,1
2075-12-28,4415,101970,0,1
2075-12-29,6251,104418,0,1
2075-12-30,5746,107297,0,1
2075-12-31,4919,109955,0,1
2076-01-01,4188,112150,0,1
2076-01-02,3708,114521,0,1
2076-01-03,3771,116816,0,0
2076-01-04,3662,118743,0,0
2076-01-05,3538,120660,0,0
2076-01-06,3245,122602,0,0
2076-01-07,4140,124440,0,0
2076-01-08,4225,126676,0,0
2076-01-09,3866,128819,0,0
2076-01-10,3447,130807,0,0
2076-01-11,4628,132665,0,0
2076-01-12,5048,134948,0,0
2076-01-13,4670,137318,0,0
2076-01-14,4166,139506,0,0
2076-01-15,3935,141524,0,0
2076-01-16,4610,143517,0,0
2076-01-17,4510,145772,0,0
2076-01-18,6746,147913,0,0
2076-01-19,6560,150506,0,0
2076-01-20,5875,153099,0,0
2076-01-21,5245,155572,0,0
2076-01-22,4715,157817,0,0
2076-01-23,4275,159897,0,0
2076-01-24,6813,161852,0,0
2076-01-25,7081,164445,0,0
2076-01-26,6511,167038,0,0
2076-01-27,5917,169631,0,0
2076-01-28,5399,172047,0,0
2076-01-29,4965,173866,0,0
2076-01-30,4597,175261,0,0
2076-01-31,4284,176548,0,0
2076-02-01,4012,177750,0,0
2076-02-02,3772,178905,0,0
2076-02-03,3681,180002,0,0
2076-02-04,3544,181113,0,0
2076-02-05,3382,182187,0,0
2076-02-06,3219,183215,0,0
2076-02-07,3318,184199,0,0
2076-02-08,3308,185268,0,0
2076-02-09,3307,186320,0,0
2076-02-10,3427,187380,0,0
2076-02-11,3445,188515,0,0
2076-02-12,3340,189189,0,0
2076-02-13,3383,189542,0,0
2076-02-14,3910,189910,0,0
2076-02-15,4021,190437,0,0
2076-02-16,3842,190922,0,0
2076-02-17,4181,191325,0,0
2076-02-18,4721,191804,0,0
2076-02-19,4626,192485,0,0
2076-02-20,4318,193090,0,0
2076-02-21,4529,193583,0,0
2076-02-22,5089,194132,0,0
2076-02-23,7682,194812,0,0
2076-02-24,8021,196028,0,0
2076-02-25,7271,197244,0,0
2076-02-26,8010,198460,0,0
2076-02-27,7561,199676,0,0
2076-02-28,6878,200892,0,0
2076-02-29,6290,202015,0,0
2076-03-01,5810,202828,0,0
2076-03-02,5382,202828,0,0
2076-03-03,5010,202828,0,0
2076-03-04,4690,202828,0,0
2076-03-05,4406,202828,0,0
2076-03-06,4158,202828,0,0
2076-03-07,5057,202828,0,0
2076-03-08,7067,202828,0,0
2076-03-09,6881,202828,0,0
2076-03-10,6298,202828,0,0
2076-03-11,7322,202828,0,0
2076-03-12,6984,202828,0,0
2076-03-13,6432,202828,0,0
2076-03-14,5931,202828,0,0
2076-03-15,6297,202828,0,0
2076-03-16,6038,202828,0,0
2076-03-17,5808,202828,0,0
2076-03-18,5573,202828,0,0
2076-03-19,5262,202828,0,0
2076-03-20,4961,202828,0,0
2076-03-21,4689,202828,0,0
2076-03-22,4448,202828,0,0
2076-03-23,4286,202828,0,0
2076-03-24,4114,202828,0,0
2076-03-25,3940,202828,0,0
2076-03-26,4751,202828,0,0
2076-03-27,4890,202828,0,0
2076-03-28,4681,202828,0,0
2076-03-29,4411,202828,0,0
2076-03-30,4159,202828,0,0
2076-03-31,6106,202828,0,0
2076-04-01,6300,202828,0,0
2076-04-02,5907,202828,0,0
2076-04-03,5478,202828,0,0
2076-04-04,5099,202828,0,0
2076-04-05,4771,202828,0,0
2076-04-06,4492,202828,0,0
2076-04-07,4245,202828,0,0
2076-04-08,4025,202828,0,0
2076-04-09,4947,202828,0,0
2076-04-10,5112,202828,0,0
2076-04-11,4900,202828,0,0
2076-04-12,4627,202828,0,0
2076-04-13,4366,202828,0,0
2076-04-14,4130,202828,0,0
2076-04-15,3921,202828,0,0
2076-04-16,3733,202828,0,0
2076-04-17,3565,202828,0,0
2076-04-18,3411,202828,0,0
2076-04-19,3272,202828,0,0
2076-04-20,3141,202828,0,0
2076-04-21,3021,202828,0,0
2076-04-22,2910,202828,0,0
2076-04-23,2804,202828,0,0
2076-04-24,2751,202828,0,0
2076-04-25,2689,202828,0,0
2076-04-26,2659,202828,0,0
2076-04-27,2616,202828,0,0
2076-04-28,2546,202828,0,0
2076-04-29,2462,202828,0,0
2076-04-30,2374,202828,0,0
2076-05-01,2283,202815,0,0
2076-05-02,2205,202789,0,0
2076-05-03,2129,202752,0,0
2076-05-04,2130,202706,0,0
2076-05-05,2713,202628,0,0
2076-05-06,6111,202775,0,0
2076-05-07,6662,202828,0,0
2076-05-08,5912,202828,0,0
2076-05-09,5250,202828,0,0
2076-05-10,6979,202828,0,0
2076-05-11,6530,202828,0,0
2076-05-12,5735,202828,0,0
2076-05-13,5035,202828,0,0
2076-05-14,4458,202828,0,0
2076-05-15,3984,202828,0,0
2076-05-16,3593,202828,0,0
2076-05-17,3267,202828,0,0
2076-05-18,2994,202828,0,0
2076-05-19,2771,202828,0,0
2076-05-20,2707,202828,0,0
2076-05-21,2723,202828,0,0
2076-05-22,3488,202828,0,0
2076-05-23,3764,202828,0,0
2076-05-24,3607,202828,0,0
2076-05-25,3333,202828,0,0
2076-05-26,3055,202828,0,0
2076-05-27,2807,202828,0,0
2076-05-28,2645,202828,0,0
2076-05-29,3449,202828,0,0
2076-05-30,4218,202828,0,0
2076-05-31,6811,202828,0,0
2076-06-01,6695,202828,0,0
2076-06-02,6013,202828,0,0
2076-06-03,5377,202828,0,0
2076-06-04,4842,202828,0,0
2076-06-05,4400,202828,0,0
2076-06-06,4031,202828,0,0
2076-06-07,3729,202828,0,0
2076-06-08,3466,202828,0,0
2076-06-09,3331,202828,0,0
2076-06-10,3180,202828,0,0
2076-06-11,3014,202828,0,0
2076-06-12,3040,202828,0,0
2076-06-13,3007,202828,0,0
2076-06-14,2905,202828,0,0
2076-06-15,2774,202828,0,0
2076-06-16,2641,202828,0,0
2076-06-17,2515,202828,0,0
2076-06-18,2399,202828,0,0
2076-06-19,2292,202828,0,0
2076-06-20,2194,202828,0,0
2076-06-21,2103,202828,0,0
2076-06-22,2059,202828,0,0
2076-06-23,2019,202757,0,0
2076-06-24,1980,202592,0,0
2076-06-25,1943,202339,0,0
2076-06-26,1884,202004,0,0
2076-06-27,1822,201567,0,0
2076-06-28,1765,201028,0,0
2076-06-29,1709,200395,0,0
2076-06-30,1656,199671,0,0
2076-07-01,1603,198765,0,0
2076-07-02,1519,197756,0,0
2076-07-03,1547,196668,0,0
2076-07-04,1582,195572,0,0
2076-07-05,1603,194480,0,0
2076-07-06,1603,193384,0,0
2076-07-07,1600,192283,0,0
2076-07-08,1583,191187,0,0
2076-07-09,1560,190084,0,0
2076-07-10,1533,188964,0,0
2076-07-11,1480,187818,0,0
2076-07-12,1426,186612,0,0
2076-07-13,1375,185340,0,0
2076-07-14,1326,184002,0,0
2076-07-15,1281,182596,0,0
2076-07-16,1254,181223,0,0
2076-07-17,1237,179816,0,0
2076-07-18,1220,178370,0,0
2076-07-19,1200,176879,0,0
2076-07-20,1177,175343,0,0
2076-07-21,1147,173764,0,0
2076-07-22,1116,172138,0,0
2076-07-23,1084,170469,0,0
2076-07-24,1051,168757,0,0
2076-07-25,1018,167001,0,0
2076-07-26,985,165201,0,0
2076-07-27,955,163358,0,0
2076-07-28,925,161476,0,0
2076-07-29,896,159555,0,0
2076-07-30,868,157594,0,1
2076-07-31,841,156283,0,1
2076-08-01,821,154930,0,1
2076-08-02,797,153561,0,1
2076-08-03,774,152158,0,1
2076-08-04,751,150720,0,1
2076-08-05,731,149250,0,1
2076-08-06,711,147749,0,1
2076-08-07,690,146217,0,1
2076-08-08,795,144655,0,2
2076-08-09,777,143382,0,2
2076-08-10,757,142082,0,2
2076-08-11,740,140753,0,2
2076-08-12,699,139398,0,2
2076-08-13,666,137994,0,2
2076-08-14,633,136549,0,2
2076-08-15,615,135063,0,2
2076-08-16,600,133536,0,2
2076-08-17,586,131972,0,2
2076-08-18,571,130371,0,2
2076-08-19,557,128761,0,2
2076-08-20,551,127151,0,2
2076-08-21,558,125541,0,2
2076-08-22,564,123931,0,2
2076-08-23,565,122321,0,2
2076-08-24,553,120711,0,2
2076-08-25,541,119101,0,2
2076-08-26,531,117491,0,2
2076-08-27,519,115881,0,2
2076-08-28,510,114271,0,2
2076-08-29,501,112649,0,3
2076-08-30,490,111134,0,3
2076-08-31,479,109619,0,3
2076-09-01,470,108068,0,3
2076-09-02,461,106517,0,3
2076-09-03,457,104966,0,3
2076-09-04,458,103415,0,3
2076-09-05,458,101864,0,3
2076-09-06,447,100313,0,3
2076-09-07,439,98762,0,3
2076-09-08,431,97211,0,3
2076-09-09,424,95660,0,3
2076-09-10,416,94109,0,3
2076-09-11,410,92558,0,3
2076-09-12,402,91007,0,3
2076-09-13,396,89456,0,3
2076-09-14,394,87905,0,3
2076-09-15,389,86354,0,3
2076-09-16,396,84803,0,3
2076-09-17,418,83252,0,3
2076-09-18,491,81727,0,3
2076-09-19,507,80232,0,3
2076-09-20,545,78747,0,3
2076-09-21,570,77265,0,3
2076-09-22,698,75940,0,3
2076-09-23,917,74821,0,3
2076-09-24,1150,73979,0,3
2076-09-25,1291,73356,0,3
2076-09-26,1311,72830,0,3
2076-09-27,1314,72290,0,3
2076-09-28,1248,71702,0,3
2076-09-29,1165,71001,0,3
2076-09-30,1107,70175,0,3
2076-10-01,1059,69370,0,3
2076-10-02,1014,68513,0,3
2076-10-03,973,67651,0,3
2076-10-04,930,66767,0,3
2076-10-05,888,65846,0,3
2076-10-06,835,64882,0,3
2076-10-07,794,63860,0,3
2076-10-08,756,62787,0,3
2076-10-09,726,61664,0,3
2076-10-10,701,60509,0,3
2076-10-11,653,59500,0,3
2076-10-12,677,58487,0,3
2076-10-13,714,57453,0,3
2076-10-14,751,56409,0,3
2076-10-15,902,55429,0,3
2076-10-16,1136,54788,0,3
2076-10-17,1498,54608,0,3
2076-10-18,1696,54822,0,3
2076-10-19,1728,55184,0,3
2076-10-20,1723,55498,0,3
2076-10-21,1657,55702,0,3
2076-10-22,1519,55678,0,3
2076-10-23,1393,55661,0,3
2076-10-24,1578,55595,0,3
2076-10-25,2196,55851,0,3
2076-10-26,2515,56913,0,3
2076-10-27,2515,58274,0,3
2076-10-28,2455,59565,0,3
2076-10-29,2385,60776,0,3
2076-10-30,2259,62113,0,3
2076-10-31,2232,63417,0,3
2076-11-01,2301,64671,0,3
2076-11-02,2383,65922,0,3
2076-11-03,4868,67224,0,3
2076-11-04,5342,69956,0,3
2076-11-05,5261,72632,0,3
2076-11-06,4607,75317,0,3
2076-11-07,3932,77840,0,3
2076-11-08,3850,80213,0,3
2076-11-09,4433,82602,0,3
2076-11-10,4203,85177,0,3
2076-11-11,3726,87656,0,2
2076-11-12,3245,89965,0,2
2076-11-13,3980,92166,0,2
2076-11-14,4665,94559,0,2
2076-11-15,4276,97118,0,1
2076-11-16,3733,99506,0,1
2076-11-17,3831,101758,0,1
2076-11-18,3580,104100,0,1
2076-11-19,3187,106359,0,1
2076-11-20,3268,108516,0,1
2076-11-21,3702,110677,0,1
2076-11-22,7721,112993,0,0
2076-11-23,7591,115560,0,0
2076-11-24,8496,118127,0,0
2076-11-25,7636,120694,0,0
2076-11-26,8053,123261,0,0
2076-11-27,7121,125828,0,0
2076-11-28,6632,128395,0,0
2076-11-29,5892,130497,0,0
2076-11-30,5224,132289,0,0
2076-12-01,6883,134005,0,0
2076-12-02,6575,135721,0,0
2076-12-03,5935,137437,0,0
2076-12-04,6835,139153,0,0
2076-12-05,6667,140869,0,0
2076-12-06,6112,142585,0,0
2076-12-07,5580,144301,0,0
2076-12-08,5122,146017,0,0
2076-12-09,4739,147733,0,0
2076-12-10,4406,149449,0,0
2076-12-11,4120,151165,0,0
2076-12-12,5623,152881,0,0
2076-12-13,9264,154597,0,0
2076-12-14,8642,156313,0,0
2076-12-15,7716,158029,0,0
2076-12-16,6902,159745,0,0
2076-12-17,6826,161461,0,0
2076-12-18,8160,163177,0,0
2076-12-19,7586,164893,0,0
2076-12-20,13240,166609,0,0
2076-12-21,12739,168325,0,0
2076-12-22,11356,170041,0,0
2076-12-23,14527,171757,0,0
2076-12-24,13595,173473,0,0
2076-12-25,12612,175189,0,0
2076-12-26,11514,176905,0,0
2076-12-27,10512,178621,0,0
2076-12-28,10391,180337,0,0
2076-12-29,9648,182053,0,0
2076-12-30,8966,183747,0,0
2077-01-01,8374,185373,0,0
2077-01-02,7869,187176,0,0
2077-01-03,7432,188979,0,0
2077-01-04,7050,190782,0,0
2077-01-05,6714,192585,0,0
2077-01-06,10146,194388,0,0
2077-01-07,9687,196191,0,0
2077-01-08,8962,197994,0,0
2077-01-09,8294,199797,0,0
2077-01-10,7723,201600,0,0
2077-01-11,8746,202828,0,0
2077-01-12,8362,202828,0,0
2077-01-13,8512,202828,0,0
2077-01-14,8027,202828,0,0
2077-01-15,7529,202828,0,0
2077-01-16,10318,202828,0,0
2077-01-17,9739,202828,0,0
2077-01-18,9929,202828,0,0
2077-01-19,9212,202828,0,0
2077-01-20,8538,202828,0,0
2077-01-21,11580,202828,0,0
2077-01-22,11856,202828,0,0
2077-01-23,10923,202828,0,0
2077-01-24,10085,202828,0,0
2077-01-25,9410,202828,0,0
2077-01-26,9558,202828,0,0
2077-01-27,9921,202828,0,0
2077-01-28,9351,202828,0,0
2077-01-29,8771,202828,0,0
2077-01-30,8564,202828,0,0
2077-01-31,8127,202828,0,0
2077-02-01,7704,202828,0,0
2077-02-02,7323,202828,0,0
2077-02-03,6982,202828,0,0
2077-02-04,6673,202828,0,0
2077-02-05,6394,202828,0,0
2077-02-06,6958,202828,0,0
2077-02-07,6779,202828,0,0
2077-02-08,6686,202828,0,0
2077-02-09,7536,202828,0,0
2077-02-10,7305,202828,0,0
2077-02-11,7719,202828,0,0
2077-02-12,7379,202828,0,0
2077-02-13,8043,202828,0,0
2077-02-14,7701,202828,0,0
2077-02-15,7248,202828,0,0
2077-02-16,6853,202828,0,0
2077-02-17,6981,202828,0,0
2077-02-18,7297,202828,0,0
2077-02-19,6940,202828,0,0
2077-02-20,6516,202828,0,0
2077-02-21,7038,202828,0,0
2077-02-22,10191,202828,0,0
2077-02-23,10407,202828,0,0
2077-02-24,10847,202828,0,0
2077-02-25,9786,202828,0,0
2077-02-26,11876,202828,0,0
2077-02-27,11713,202828,0,0
2077-02-28,10616,202828,0,0
2077-03-01,9657,202828,0,0
2077-03-02,8914,202828,0,0
2077-03-03,8776,202828,0,0
2077-03-04,8212,202828,0,0
2077-03-05,9664,202828,0,0
2077-03-06,9190,202828,0,0
2077-03-07,8975,202828,0,0
2077-03-08,9172,202828,0,0
2077-03-09,8939,202828,0,0
2077-03-10,8594,202828,0,0
2077-03-11,10830,202828,0,0
2077-03-12,10227,202828,0,0
2077-03-13,9492,202828,0,0
2077-03-14,9345,202828,0,0
2077-03-15,8844,202828,0,0
2077-03-16,8313,202828,0,0
2077-03-17,7841,202828,0,0
2077-03-18,7425,202828,0,0
2077-03-19,7078,202828,0,0
2077-03-20,6752,202828,0,0
2077-03-21,7057,202828,0,0
2077-03-22,6950,202828,0,0
2077-03-23,6781,202828,0,0
2077-03-24,6488,202828,0,0
2077-03-25,6986,202828,0,0
2077-03-26,7464,202828,0,0
2077-03-27,7178,202828,0,0
2077-03-28,6870,202828,0,0
2077-03-29,6522,202828,0,0
2077-03-30,6201,202828,0,0
2077-03-31,5923,202828,0,0
2077-04-01,5680,202828,0,0
2077-04-02,5587,202828,0,0
2077-04-03,5408,202828,0,0
2077-04-04,5446,202828,0,0
2077-04-05,5448,202828,0,0
2077-04-06,7341,202828,0,0
2077-04-07,7930,202828,0,0
2077-04-08,7455,202828,0,0
2077-04-09,6831,202828,0,0
2077-04-10,6982,202828,0,0
2077-04-11,6553,202828,0,0
2077-04-12,8748,202828,0,0
2077-04-13,8620,202828,0,0
2077-04-14,7929,202828,0,0
2077-04-15,9076,202828,0,0
2077-04-16,9051,202828,0,0
2077-04-17,8377,202828,0,0
2077-04-18,7739,202828,0,0
2077-04-19,7191,202828,0,0
2077-04-20,6725,202828,0,0
2077-04-21,6323,202828,0,0
2077-04-22,5971,202828,0,0
2077-04-23,5663,202828,0,0
2077-04-24,5388,202828,0,0
2077-04-25,5143,202828,0,0
2077-04-26,4919,202828,0,0
2077-04-27,4716,202828,0,0
2077-04-28,4529,202828,0,0
2077-04-29,4355,202828,0,0
2077-04-30,4193,202828,0,0
2077-05-01,4044,202828,0,0
2077-05-02,4068,202828,0,0
2077-05-03,6940,202828,0,0
2077-05-04,6999,202828,0,0
2077-05-05,6454,202828,0,0
2077-05-06,6212,202828,0,0
2077-05-07,5738,202828,0,0
2077-05-08,5276,202828,0,0
2077-05-09,4878,202828,0,0
2077-05-10,4839,202828,0,0
2077-05-11,4632,202828,0,0
2077-05-12,4367,202828,0,0
2077-05-13,4455,202828,0,0
2077-05-14,4581,202828,0,0
2077-05-15,4441,202828,0,0
2077-05-16,4217,202828,0,0
2077-05-17,3986,202828,0,0
2077-05-18,3774,202828,0,0
2077-05-19,3715,202828,0,0
2077-05-20,4045,202828,0,0
2077-05-21,4294,202828,0,0
2077-05-22,4457,202828,0,0
2077-05-23,4533,202828,0,0
2077-05-24,4360,202828,0,0
2077-05-25,4209,202828,0,0
2077-05-26,3990,202828,0,0
2077-05-27,3758,202828,0,0
2077-05-28,3541,202828,0,0
2077-05-29,3347,202828,0,0
2077-05-30,3318,202828,0,0
2077-05-31,4191,202828,0,0
2077-06-01,4413,202828,0,0
2077-06-02,4209,202828,0,0
2077-06-03,3925,202828,0,0
2077-06-04,3654,202828,0,0
2077-06-05,3414,202828,0,0
2077-06-06,3205,202828,0,0
2077-06-07,3030,202828,0,0
2077-06-08,3065,202828,0,0
2077-06-09,3190,202828,0,0
2077-06-10,4725,202828,0,0
2077-06-11,5037,202828,0,0
2077-06-12,4669,202828,0,0
2077-06-13,4980,202828,0,0
2077-06-14,5400,202828,0,0
2077-06-15,5116,202828,0,0
2077-06-16,4678,202828,0,0
2077-06-17,4270,202828,0,0
2077-06-18,3924,202828,0,0
2077-06-19,3629,202828,0,0
2077-06-20,3376,202828,0,0
2077-06-21,3154,202828,0,0
2077-06-22,2963,202828,0,0
2077-06-23,2800,202828,0,0
2077-06-24,2683,202828,0,0
2077-06-25,2570,202828,0,0
2077-06-26,2457,202828,0,0
2077-06-27,2352,202828,0,0
2077-06-28,2283,202828,0,0
2077-06-29,2215,202828,0,0
2077-06-30,2152,202828,0,0
2077-07-01,2122,202826,0,0
2077-07-02,2085,202685,0,0
2077-07-03,2085,202447,0,0
2077-07-04,3610,202126,0,0
2077-07-05,4420,202746,0,0
2077-07-06,4242,202828,0,0
2077-07-07,3862,202828,0,0
2077-07-08,3492,202828,0,0
2077-07-09,3168,202828,0,0
2077-07-10,2891,202828,0,0
2077-07-11,2657,202828,0,0
2077-07-12,2455,202825,0,0
2077-07-13,2285,202786,0,0
2077-07-14,2136,202719,0,0
2077-07-15,2009,202629,0,0
2077-07-16,1948,202521,0,0
2077-07-17,1895,202290,0,0
2077-07-18,1895,201925,0,0
2077-07-19,2080,201476,0,0
2077-07-20,2431,201166,0,0
2077-07-21,2478,201140,0,0
2077-07-22,2379,201202,0,0
2077-07-23,2255,201257,0,0
2077-07-24,2185,201264,0,0
2077-07-25,2118,201232,0,0
2077-07-26,2022,201128,0,0
2077-07-27,1921,200898,0,0
2077-07-28,1829,200523,0,0
2077-07-29,1746,200004,0,0
2077-07-30,1669,199348,0,0
2077-07-31,1598,198565,0,0
2077-08-01,1535,197663,0,0
2077-08-02,1678,196643,0,0
2077-08-03,3352,195630,0,0
2077-08-04,4060,196113,0,0
2077-08-05,3804,197774,0,0
2077-08-06,3362,199254,0,0
2077-08-07,5353,200010,0,0
2077-08-08,5392,200649,0,0
2077-08-09,4732,201225,0,0
2077-08-10,4113,201640,0,0
2077-08-11,3687,201915,0,0
2077-08-12,3393,202083,0,0
2077-08-13,3108,202256,0,0
2077-08-14,2820,202380,0,0
2077-08-15,2554,202443,0,0
2077-08-16,2320,202453,0,0
2077-08-17,2157,202420,0,0
2077-08-18,2092,202373,0,0
2077-08-19,2050,202343,0,0
2077-08-20,2343,202318,0,0
2077-08-21,2619,202579,0,0
2077-08-22,2670,202828,0,0
2077-08-23,2570,202828,0,0
2077-08-24,2414,202828,0,0
2077-08-25,2254,202828,0,0
2077-08-26,2102,202828,0,0
2077-08-27,2032,202819,0,0
2077-08-28,1966,202742,0,0
2077-08-29,1887,202539,0,0
2077-08-30,1795,202190,0,0
2077-08-31,1711,201684,0,0
2077-09-01,1636,201033,0,0
2077-09-02,1565,200376,0,0
2077-09-03,1501,199596,0,0
2077-09-04,1441,198702,0,0
2077-09-05,1385,197703,0,0
2077-09-06,1333,196606,0,0
2077-09-07,1285,195418,0,0
2077-09-08,1240,194147,0,0
2077-09-09,1199,192798,0,0
2077-09-10,1159,191377,0,0
2077-09-11,1121,189886,0,0
2077-09-12,1100,188332,0,0
2077-09-13,1089,186741,0,0
2077-09-14,1089,185114,0,0
2077-09-15,1101,183478,0,0
2077-09-16,1113,181828,0,0
2077-09-17,1116,180160,0,0
2077-09-18,1121,178475,0,0
2077-09-19,1121,176782,0,0
2077-09-20,1219,175186,0,0
2077-09-21,1364,173724,0,0
2077-09-22,1453,172412,0,0
2077-09-23,1507,171163,0,0
2077-09-24,1507,169928,0,0
2077-09-25,1483,168672,0,0
2077-09-26,1447,167467,0,0
2077-09-27,1374,166282,0,0
2077-09-28,1299,165059,0,0
2077-09-29,1229,163776,0,0
2077-09-30,1165,162421,0,0
2077-10-01,1107,160990,0,0
2077-10-02,1055,159568,0,0
2077-10-03,1009,158071,0,0
2077-10-04,964,156603,0,0
2077-10-05,925,155063,0,0
2077-10-06,888,153458,0,0
2077-10-07,853,151788,0,0
2077-10-08,870,150059,0,0
2077-10-09,1380,148372,0,0
2077-10-10,2965,147400,0,0
2077-10-11,3778,148074,0,0
2077-10-12,3839,149868,0,0
2077-10-13,3458,151711,0,0
2077-10-14,5404,153307,0,0
2077-10-15,5863,155510,0,0
2077-10-16,5553,157762,0,0
2077-10-17,5476,159955,0,0
2077-10-18,4806,162214,0,0
2077-10-19,4110,164305,0,0
2077-10-20,3516,166234,0,0
2077-10-21,3030,168036,0,0
2077-10-22,3752,169743,0,0
2077-10-23,6567,171643,0,0
2077-10-24,6524,174028,0,0
2077-10-25,5594,176416,0,0
2077-10-26,4796,178596,0,0
2077-10-27,4957,180622,0,0
2077-10-28,6132,182706,0,0
2077-10-29,5613,185095,0,0
2077-10-30,6302,187326,0,0
2077-10-31,5702,189872,0,0
2077-11-01,6674,192217,0,0
2077-11-02,6167,194784,0,0
2077-11-03,5476,195951,0,0
2077-11-04,4860,196896,0,0
2077-11-05,4377,197635,0,0
2077-11-06,4088,198240,0,0
2077-11-07,3732,198728,0,0
2077-11-08,3415,199123,0,0
2077-11-09,3145,199444,0,0
2077-11-10,2914,199707,0,0
2077-11-11,2748,199922,0,0
