date,flow_windsor,storage,shortfall_london,restrictions
2084-10-08,3414,202828,0,0
2084-10-09,3034,202828,0,0
2084-10-10,2821,202828,0,0
2084-10-11,3561,202828,0,0
2084-10-12,4187,202828,0,0
2084-10-13,4130,202828,0,0
2084-10-14,3832,202828,0,0
2084-10-15,3508,202828,0,0
2084-10-16,3218,202828,0,0
2084-10-17,2966,202828,0,0
2084-10-18,2749,202828,0,0
2084-10-19,2563,202828,0,0
2084-10-20,2401,202828,0,0
2084-10-21,2259,202828,0,0
2084-10-22,2169,202828,0,0
2084-10-23,2090,202828,0,0
2084-10-24,2008,202828,0,0
2084-10-25,1968,202828,0,0
2084-10-26,1931,202787,0,0
2084-10-27,1893,202649,0,0
2084-10-28,1840,202421,0,0
2084-10-29,1771,202093,0,0
2084-10-30,1706,201651,0,0
2084-10-31,1642,201101,0,0
2084-11-01,1584,200396,0,0
2084-11-02,1528,199594,0,0
2084-11-03,1499,198703,0,0
2084-11-04,1480,197764,0,0
2084-11-05,1461,196772,0,0
2084-11-06,1434,195723,0,0
2084-11-07,1401,194618,0,0
2084-11-08,1363,193456,0,0
2084-11-09,1322,192236,0,0
2084-11-10,1280,190960,0,0
2084-11-11,1240,189628,0,0
2084-11-12,1199,188239,0,0
2084-11-13,1160,186795,0,0
2084-11-14,1124,185295,0,0
2084-11-15,1088,183743,0,0
2084-11-16,1053,182137,0,0
2084-11-17,1021,180479,0,0
2084-11-18,990,178774,0,0
2084-11-19,960,177025,0,0
2084-11-20,931,175232,0,0
2084-11-21,905,173396,0,0
2084-11-22,879,171521,0,0
2084-11-23,862,169606,0,0
2084-11-24,859,167663,0,0
2084-11-25,863,165705,0,0
2084-11-26,869,163729,0,0
2084-11-27,873,161736,0,0
2084-11-28,875,159734,0,0
2084-11-29,874,157722,0,0
2084-11-30,874,155702,0,0
2084-12-01,878,153604,0,0
2084-12-02,878,151508,0,0
2084-12-03,1005,149419,0,0
2084-12-04,1303,147683,0,0
2084-12-05,1968,146501,0,0
2084-12-06,2328,146198,0,0
2084-12-07,2866,146297,0,0
2084-12-08,2970,147189,0,0
2084-12-09,2940,148156,0,0
2084-12-10,2712,148972,0,0
2084-12-11,2672,149630,0,0
2084-12-12,4431,150330,0,0
2084-12-13,4759,152345,0,0
2084-12-14,4219,154313,0,0
2084-12-15,7548,156133,0,0
2084-12-16,8789,158619,0,0
2084-12-17,7572,161110,0,0
2084-12-18,6385,163601,0,0
2084-12-19,5423,165936,0,0
2084-12-20,4667,168023,0,0
2084-12-21,4049,169932,0,0
2084-12-22,3560,171708,0,0
2084-12-23,3156,173387,0,0
2084-12-24,2946,174991,0,0
2084-12-25,2857,176557,0,0
2084-12-26,2759,177948,0,0
2084-12-27,2606,179167,0,0
2084-12-28,2571,180200,0,0
2084-12-29,2616,181183,0,0
2084-12-30,2616,182053,0,0
2085-01-01,2565,182602,0,0
2085-01-02,2420,183404,0,0
2085-01-03,2280,184022,0,0
2085-01-04,2151,184450,0,0
2085-01-05,2034,184690,0,0
2085-01-06,2001,184749,0,0
2085-01-07,1993,184727,0,0
2085-01-08,1972,184619,0,0
2085-01-09,1985,184431,0,0
2085-01-10,2078,184201,0,0
2085-01-11,2248,184005,0,0
2085-01-12,2826,183954,0,0
2085-01-13,3263,184662,0,0
2085-01-14,3256,185355,0,0
2085-01-15,3049,185905,0,0
2085-01-16,2802,186336,0,0
2085-01-17,2569,186672,0,0
2085-01-18,2362,186934,0,0
2085-01-19,2181,187140,0,0
2085-01-20,2025,187301,0,0
2085-01-21,1988,187427,0,0
2085-01-22,1989,187610,0,0
2085-01-23,1984,187705,0,0
2085-01-24,1958,187711,0,0
2085-01-25,1915,187631,0,0
2085-01-26,1881,187465,0,0
2085-01-27,1844,187217,0,0
2085-01-28,1808,186887,0,0
2085-01-29,1746,186478,0,0
2085-01-30,1677,185968,0,0
2085-01-31,1610,185348,0,0
2085-02-01,1610,184621,0,0
2085-02-02,4869,183834,0,0
2085-02-03,6430,184790,0,0
2085-02-04,8607,187153,0,0
2085-02-05,7619,188781,0,0
2085-02-06,11493,189997,0,0
2085-02-07,10120,191213,0,0
2085-02-08,8875,192429,0,0
2085-02-09,7764,193645,0,0
2085-02-10,6816,194861,0,0
2085-02-11,6065,195967,0,0
2085-02-12,5567,196863,0,0
2085-02-13,5042,197601,0,0
2085-02-14,4605,198219,0,0
2085-02-15,6093,198743,0,0
2085-02-16,6219,199850,0,0
2085-02-17,5766,200940,0,0
2085-02-18,5494,201839,0,0
2085-02-19,5100,202682,0,0
2085-02-20,4714,202828,0,0
2085-02-21,4378,202828,0,0
2085-02-22,5202,202828,0,0
2085-02-23,5201,202828,0,0
2085-02-24,4884,202828,0,0
2085-02-25,4542,202828,0,0
2085-02-26,4523,202828,0,0
2085-02-27,4346,202828,0,0
2085-02-28,4422,202828,0,0
2085-03-01,4292,202828,0,0
2085-03-02,4076,202828,0,0
2085-03-03,3852,202828,0,0
2085-03-04,3871,202828,0,0
2085-03-05,3781,202828,0,0
2085-03-06,4748,202828,0,0
2085-03-07,5256,202828,0,0
2085-03-08,5087,202828,0,0
2085-03-09,4762,202828,0,0
2085-03-10,4620,202828,0,0
2085-03-11,4389,202828,0,0
2085-03-12,4135,202828,0,0
2085-03-13,3929,202828,0,0
2085-03-14,3727,202828,0,0
2085-03-15,3539,202828,0,0
2085-03-16,3365,202828,0,0
2085-03-17,3532,202828,0,0
2085-03-18,3560,202828,0,0
2085-03-19,3472,202828,0,0
2085-03-20,3340,202828,0,0
2085-03-21,3193,202828,0,0
2085-03-22,3049,202828,0,0
2085-03-23,2942,202828,0,0
2085-03-24,2884,202828,0,0
2085-03-25,3235,202828,0,0
2085-03-26,3366,202828,0,0
2085-03-27,3656,202828,0,0
2085-03-28,3671,202828,0,0
2085-03-29,3514,202828,0,0
2085-03-30,3310,202828,0,0
2085-03-31,3112,202828,0,0
2085-04-01,2930,202828,0,0
2085-04-02,2909,202828,0,0
2085-04-03,3941,202828,0,0
2085-04-04,4472,202828,0,0
2085-04-05,4296,202828,0,0
2085-04-06,4259,202828,0,0
2085-04-07,4106,202828,0,0
2085-04-08,4128,202828,0,0
2085-04-09,10476,202828,0,0
2085-04-10,10044,202828,0,0
2085-04-11,8809,202828,0,0
2085-04-12,7762,202828,0,0
2085-04-13,6909,202828,0,0
2085-04-14,6212,202828,0,0
2085-04-15,5638,202828,0,0
2085-04-16,5160,202828,0,0
2085-04-17,4758,202828,0,0
2085-04-18,4419,202828,0,0
2085-04-19,4272,202828,0,0
2085-04-20,4223,202828,0,0
2085-04-21,4057,202828,0,0
2085-04-22,3850,202828,0,0
2085-04-23,3646,202828,0,0
2085-04-24,3459,202828,0,0
2085-04-25,3289,202828,0,0
2085-04-26,3138,202828,0,0
2085-04-27,3000,202828,0,0
2085-04-28,2874,202828,0,0
2085-04-29,2758,202828,0,0
2085-04-30,2764,202828,0,0
2085-05-01,2745,202828,0,0
2085-05-02,2783,202828,0,0
2085-05-03,2771,202828,0,0
2085-05-04,2733,202828,0,0
2085-05-05,2660,202828,0,0
2085-05-06,2649,202828,0,0
2085-05-07,2612,202828,0,0
2085-05-08,2579,202828,0,0
2085-05-09,2615,202828,0,0
2085-05-10,2891,202828,0,0
2085-05-11,3737,202828,0,0
2085-05-12,4225,202828,0,0
2085-05-13,4357,202828,0,0
2085-05-14,4143,202828,0,0
2085-05-15,3843,202828,0,0
2085-05-16,3555,202828,0,0
2085-05-17,3301,202828,0,0
2085-05-18,3080,202828,0,0
2085-05-19,2887,202828,0,0
2085-05-20,2720,202828,0,0
2085-05-21,2571,202828,0,0
2085-05-22,2440,202828,0,0
2085-05-23,2322,202828,0,0
2085-05-24,2217,202828,0,0
2085-05-25,2119,202828,0,0
2085-05-26,2069,202828,0,0
2085-05-27,2256,202815,0,0
2085-05-28,2550,202828,0,0
2085-05-29,2629,202828,0,0
2085-05-30,2577,202828,0,0
2085-05-31,2470,202828,0,0
2085-06-01,2349,202828,0,0
2085-06-02,2223,202828,0,0
2085-06-03,2119,202828,0,0
2085-06-04,2097,202828,0,0
2085-06-05,2086,202828,0,0
2085-06-06,2072,202766,0,0
2085-06-07,2046,202645,0,0
2085-06-08,1991,202461,0,0
2085-06-09,1916,202190,0,0
2085-06-10,1868,201812,0,0
2085-06-11,1834,201362,0,0
2085-06-12,1827,200844,0,0
2085-06-13,1823,200294,0,0
2085-06-14,1797,199704,0,0
2085-06-15,1755,199059,0,0
2085-06-16,1707,198354,0,0
2085-06-17,1660,197590,0,0
2085-06-18,1608,196763,0,0
2085-06-19,1563,195869,0,0
2085-06-20,1549,194915,0,0
2085-06-21,1549,193930,0,0
2085-06-22,1777,192953,0,0
2085-06-23,1985,192230,0,0
2085-06-24,2089,191736,0,0
2085-06-25,2089,191299,0,0
2085-06-26,2048,190921,0,0
2085-06-27,1991,190603,0,0
2085-06-28,1891,190291,0,0
2085-06-29,1787,189900,0,0
2085-06-30,1779,189398,0,0
2085-07-01,1820,188943,0,0
2085-07-02,1841,188379,0,0
2085-07-03,1858,187752,0,0
2085-07-04,1803,187106,0,0
2085-07-05,1735,186491,0,0
2085-07-06,1661,185801,0,0
2085-07-07,1589,185027,0,0
2085-07-08,1519,184166,0,0
2085-07-09,1454,183214,0,0
2085-07-10,1393,182171,0,0
2085-07-11,1338,181037,0,0
2085-07-12,1286,179818,0,0
2085-07-13,1238,178516,0,0
2085-07-14,1194,177137,0,0
2085-07-15,1152,175682,0,0
2085-07-16,1112,174158,0,0
2085-07-17,1075,172567,0,0
2085-07-18,1041,170914,0,0
2085-07-19,1007,169203,0,0
2085-07-20,976,167436,0,0
2085-07-21,947,165616,0,0
2085-07-22,917,163748,0,1
2085-07-23,895,162521,0,1
2085-07-24,875,161258,0,1
2085-07-25,861,159958,0,1
2085-07-26,849,158630,0,1
2085-07-27,839,157276,0,1
2085-07-28,826,155893,0,1
2085-07-29,812,154480,0,1
2085-07-30,796,153040,0,1
2085-07-31,781,151575,0,1
2085-08-01,894,150088,0,2
2085-08-02,882,148897,0,2
2085-08-03,876,147701,0,2
2085-08-04,876,146535,0,2
2085-08-05,928,145361,0,2
2085-08-06,982,144222,0,2
2085-08-07,1024,143133,0,2
2085-08-08,1042,142071,0,2
2085-08-09,1057,141006,0,2
2085-08-10,1056,139934,0,2
2085-08-11,1045,138858,0,2
2085-08-12,1018,137800,0,2
2085-08-13,1041,136742,0,2
2085-08-14,1216,135845,0,2
2085-08-15,1546,135256,0,2
2085-08-16,1703,135018,0,2
2085-08-17,1741,134908,0,2
2085-08-18,1741,134831,0,2
2085-08-19,1713,134714,0,2
2085-08-20,1617,134541,0,2
2085-08-21,1557,134366,0,2
2085-08-22,1517,134260,0,2
2085-08-23,1474,134144,0,2
2085-08-24,1423,133972,0,2
2085-08-25,1362,133725,0,2
2085-08-26,1297,133393,0,2
2085-08-27,1233,132973,0,2
2085-08-28,1170,132465,0,2
2085-08-29,988,131871,0,1
2085-08-30,1059,130876,0,2
2085-08-31,1008,130119,0,2
2085-09-01,964,129285,0,2
2085-09-02,921,128389,0,2
2085-09-03,847,127424,0,2
2085-09-04,827,126358,0,2
2085-09-05,807,125247,0,2
2085-09-06,727,124092,0,2
2085-09-07,751,122852,0,2
2085-09-08,1099,121649,0,2
2085-09-09,1423,120996,0,2
2085-09-10,2017,120845,0,2
2085-09-11,2237,121546,0,2
2085-09-12,2237,122424,0,2
2085-09-13,2051,123216,0,1
2085-09-14,1878,123647,0,1
2085-09-15,1878,123927,0,1
2085-09-16,5103,124337,0,1
2085-09-17,5698,127121,0,0
2085-09-18,4966,129403,0,0
2085-09-19,4194,131471,0,0
2085-09-20,3550,133358,0,0
2085-09-21,3029,135109,0,0
2085-09-22,2813,136758,0,0
2085-09-23,2558,138170,0,0
2085-09-24,2274,139191,0,0
2085-09-25,2036,139817,0,0
2085-09-26,1838,140113,0,0
2085-09-27,1669,140135,0,0
2085-09-28,1557,139925,0,0
2085-09-29,1605,139556,0,0
2085-09-30,4395,139086,0,0
2085-10-01,5470,140063,0,0
2085-10-02,4887,142299,0,0
2085-10-03,4152,144365,0,0
2085-10-04,3596,146272,0,0
2085-10-05,4582,148084,0,0
2085-10-06,4530,150385,0,0
2085-10-07,4038,152592,0,0
2085-10-08,3528,154624,0,0
2085-10-09,3088,156512,0,0
2085-10-10,2901,158291,0,0
2085-10-11,2713,159845,0,0
2085-10-12,2457,161167,0,0
2085-10-13,2240,162126,0,0
2085-10-14,2059,162779,0,0
2085-10-15,1903,163170,0,0
2085-10-16,1768,163275,0,0
2085-10-17,1652,163131,0,0
2085-10-18,1551,162771,0,0
2085-10-19,1461,162221,0,0
2085-10-20,1381,161502,0,0
2085-10-21,1312,160632,0,0
2085-10-22,1249,159630,0,0
2085-10-23,1192,158509,0,0
2085-10-24,1163,157280,0,0
2085-10-25,1156,156007,0,0
2085-10-26,1157,154683,0,0
2085-10-27,1157,153308,0,0
2085-10-28,1157,151886,0,0
2085-10-29,3093,150447,0,0
2085-10-30,5999,151174,0,0
2085-10-31,5763,153502,0,0
2085-11-01,5468,155728,0,0
2085-11-02,4867,157858,0,0
2085-11-03,4223,159874,0,0
2085-11-04,3735,161758,0,0
2085-11-05,3656,163557,0,0
2085-11-06,3367,165425,0,0
2085-11-07,3002,167215,0,0
2085-11-08,2835,168856,0,0
2085-11-09,2621,170268,0,0
2085-11-10,2176,171497,0,0
2085-11-11,2086,172205,0,0
2085-11-12,2690,172679,0,0
2085-11-13,4062,173419,0,0
2085-11-14,4236,174761,0,0
2085-11-15,3837,176051,0,0
2085-11-16,3849,177216,0,0
2085-11-17,3633,178431,0,0
2085-11-18,3681,179593,0,0
2085-11-19,3480,180649,0,0
2085-11-20,3160,181157,0,0
2085-11-21,2838,181551,0,0
2085-11-22,2553,181850,0,0
2085-11-23,2307,182075,0,0
2085-11-24,2201,182243,0,0
2085-11-25,2425,182417,0,0
2085-11-26,2704,182691,0,0
2085-11-27,2978,183039,0,0
2085-11-28,3632,183456,0,0
2085-11-29,10802,184036,0,0
2085-11-30,10249,185203,0,0
2085-12-01,8685,186370,0,0
2085-12-02,8307,187461,0,0
2085-12-03,9231,188552,0,0
2085-12-04,8179,189643,0,0
2085-12-05,9162,190734,0,0
2085-12-06,8945,191825,0,0
2085-12-07,7962,192916,0,0
2085-12-08,9214,194007,0,0
2085-12-09,9118,195098,0,0
2085-12-10,8234,196189,0,0
2085-12-11,7426,197280,0,0
2085-12-12,7649,198371,0,0
2085-12-13,9499,199462,0,0
2085-12-14,10726,200553,0,0
2085-12-15,11425,201644,0,0
2085-12-16,10398,202735,0,0
2085-12-17,11027,202828,0,0
2085-12-18,10009,202828,0,0
2085-12-19,9827,202828,0,0
2085-12-20,11054,202828,0,0
2085-12-21,10138,202828,0,0
2085-12-22,12781,202828,0,0
2085-12-23,16592,202828,0,0
2085-12-24,14898,202828,0,0
2085-12-25,14208,202828,0,0
2085-12-26,13582,202828,0,0
2085-12-27,22159,202828,0,0
2085-12-28,19847,202828,0,0
2085-12-29,20052,202828,0,0
2085-12-30,18153,202828,0,0
2085-12-31,16573,202828,0,0
2086-01-01,15238,202828,0,0
2086-01-02,17042,202828,0,0
2086-01-03,15800,202828,0,0
2086-01-04,14651,202828,0,0
2086-01-05,13683,202828,0,0
2086-01-06,15884,202828,0,0
2086-01-07,14824,202828,0,0
2086-01-08,13848,202828,0,0
2086-01-09,13001,202828,0,0
2086-01-10,12267,202828,0,0
2086-01-11,11627,202828,0,0
2086-01-12,11066,202828,0,0
2086-01-13,10556,202828,0,0
2086-01-14,10613,202828,0,0
2086-01-15,10864,202828,0,0
2086-01-16,10401,202828,0,0
2086-01-17,10416,202828,0,0
2086-01-18,9959,202828,0,0
2086-01-19,11383,202828,0,0
2086-01-20,11324,202828,0,0
2086-01-21,11400,202828,0,0
2086-01-22,10936,202828,0,0
2086-01-23,11928,202828,0,0
2086-01-24,15651,202828,0,0
2086-01-25,15109,202828,0,0
2086-01-26,13968,202828,0,0
2086-01-27,12991,202828,0,0
2086-01-28,13423,202828,0,0
2086-01-29,12611,202828,0,0
2086-01-30,11843,202828,0,0
2086-01-31,11173,202828,0,0
2086-02-01,10584,202828,0,0
2086-02-02,10093,202828,0,0
2086-02-03,9634,202828,0,0
2086-02-04,9211,202828,0,0
2086-02-05,8822,202828,0,0
2086-02-06,8468,202828,0,0
2086-02-07,8143,202828,0,0
2086-02-08,7839,202828,0,0
2086-02-09,7560,202828,0,0
2086-02-10,7294,202828,0,0
2086-02-11,7059,202828,0,0
2086-02-12,6818,202828,0,0
2086-02-13,10557,202828,0,0
2086-02-14,10187,202828,0,0
2086-02-15,9513,202828,0,0
2086-02-16,8901,202828,0,0
2086-02-17,8365,202828,0,0
2086-02-18,9970,202828,0,0
2086-02-19,9505,202828,0,0
2086-02-20,8909,202828,0,0
2086-02-21,8377,202828,0,0
2086-02-22,8199,202828,0,0
2086-02-23,8760,202828,0,0
2086-02-24,8407,202828,0,0
2086-02-25,7951,202828,0,0
2086-02-26,7531,202828,0,0
2086-02-27,7160,202828,0,0
2086-02-28,6829,202828,0,0
2086-03-01,6528,202828,0,0
2086-03-02,6256,202828,0,0
2086-03-03,6006,202828,0,0
2086-03-04,5777,202828,0,0
2086-03-05,5560,202828,0,0
2086-03-06,5359,202828,0,0
2086-03-07,5169,202828,0,0
2086-03-08,4991,202828,0,0
2086-03-09,5098,202828,0,0
2086-03-10,5088,202828,0,0
2086-03-11,4939,202828,0,0
2086-03-12,6407,202828,0,0
2086-03-13,6789,202828,0,0
2086-03-14,7043,202828,0,0
2086-03-15,6679,202828,0,0
2086-03-16,6215,202828,0,0
2086-03-17,5789,202828,0,0
2086-03-18,5418,202828,0,0
2086-03-19,5103,202828,0,0
2086-03-20,4824,202828,0,0
2086-03-21,4819,202828,0,0
2086-03-22,5298,202828,0,0
2086-03-23,5226,202828,0,0
2086-03-24,4962,202828,0,0
2086-03-25,4851,202828,0,0
2086-03-26,4638,202828,0,0
2086-03-27,4496,202828,0,0
2086-03-28,5061,202828,0,0
2086-03-29,5661,202828,0,0
2086-03-30,5463,202828,0,0
2086-03-31,6372,202828,0,0
2086-04-01,6162,202828,0,0
2086-04-02,5798,202828,0,0
2086-04-03,5579,202828,0,0
2086-04-04,5403,202828,0,0
2086-04-05,5306,202828,0,0
2086-04-06,5046,202828,0,0
2086-04-07,4747,202828,0,0
2086-04-08,4551,202828,0,0
2086-04-09,4328,202828,0,0
2086-04-10,4106,202828,0,0
2086-04-11,3929,202828,0,0
2086-04-12,3786,202828,0,0
2086-04-13,3632,202828,0,0
2086-04-14,3672,202828,0,0
2086-04-15,3789,202828,0,0
2086-04-16,4133,202828,0,0
2086-04-17,4127,202828,0,0
2086-04-18,4607,202828,0,0
2086-04-19,4623,202828,0,0
2086-04-20,4405,202828,0,0
2086-04-21,4144,202828,0,0
2086-04-22,3898,202828,0,0
2086-04-23,3678,202828,0,0
2086-04-24,3483,202828,0,0
2086-04-25,3311,202828,0,0
2086-04-26,3156,202828,0,0
2086-04-27,3015,202828,0,0
2086-04-28,2887,202828,0,0
2086-04-29,2774,202828,0,0
2086-04-30,2935,202828,0,0
2086-05-01,3007,202828,0,0
2086-05-02,2954,202828,0,0
2086-05-03,2842,202828,0,0
2086-05-04,3044,202828,0,0
2086-05-05,4572,202828,0,0
2086-05-06,4956,202828,0,0
2086-05-07,4874,202828,0,0
2086-05-08,4745,202828,0,0
2086-05-09,4528,202828,0,0
2086-05-10,4191,202828,0,0
2086-05-11,3851,202828,0,0
2086-05-12,3549,202828,0,0
2086-05-13,3288,202828,0,0
2086-05-14,3063,202828,0,0
2086-05-15,2869,202828,0,0
2086-05-16,2700,202828,0,0
2086-05-17,2550,202828,0,0
2086-05-18,2419,202828,0,0
2086-05-19,2312,202828,0,0
2086-05-20,2215,202828,0,0
2086-05-21,3288,202828,0,0
2086-05-22,4539,202828,0,0
2086-05-23,4939,202828,0,0
2086-05-24,4720,202828,0,0
2086-05-25,4302,202828,0,0
2086-05-26,4367,202828,0,0
2086-05-27,4136,202828,0,0
2086-05-28,3787,202828,0,0
2086-05-29,3446,202828,0,0
2086-05-30,3147,202828,0,0
2086-05-31,2891,202828,0,0
2086-06-01,2671,202828,0,0
2086-06-02,2473,202828,0,0
2086-06-03,2314,202828,0,0
2086-06-04,2241,202828,0,0
2086-06-05,2296,202828,0,0
2086-06-06,2329,202828,0,0
2086-06-07,2651,202828,0,0
2086-06-08,2849,202828,0,0
2086-06-09,2815,202828,0,0
2086-06-10,2666,202828,0,0
2086-06-11,2557,202828,0,0
2086-06-12,2505,202828,0,0
2086-06-13,2419,202828,0,0
2086-06-14,2300,202828,0,0
2086-06-15,2168,202828,0,0
2086-06-16,2046,202828,0,0
2086-06-17,2006,202828,0,0
2086-06-18,2003,202750,0,0
2086-06-19,2243,202604,0,0
2086-06-20,2646,202667,0,0
2086-06-21,2823,202828,0,0
2086-06-22,2772,202828,0,0
2086-06-23,2630,202828,0,0
2086-06-24,2625,202828,0,0
2086-06-25,2579,202828,0,0
2086-06-26,2476,202828,0,0
2086-06-27,2347,202828,0,0
2086-06-28,2215,202828,0,0
2086-06-29,2090,202828,0,0
2086-06-30,2012,202828,0,0
2086-07-01,1956,202801,0,0
2086-07-02,1903,202559,0,0
2086-07-03,1833,202184,0,0
2086-07-04,1755,201678,0,0
2086-07-05,1684,201038,0,0
2086-07-06,1620,200274,0,0
2086-07-07,1559,199398,0,0
2086-07-08,1503,198416,0,0
2086-07-09,1450,197336,0,0
2086-07-10,1402,196165,0,0
2086-07-11,1354,194910,0,0
2086-07-12,1311,193575,0,0
2086-07-13,1269,192167,0,0
2086-07-14,1229,190690,0,0
2086-07-15,1190,189146,0,0
2086-07-16,1156,187537,0,0
2086-07-17,1122,185872,0,0
2086-07-18,1089,184151,0,0
2086-07-19,1069,182377,0,0
2086-07-20,1069,180668,0,0
2086-07-21,1110,178949,0,0
2086-07-22,1206,177216,0,0
2086-07-23,1303,175563,0,0
2086-07-24,1406,174022,0,0
2086-07-25,1626,172777,0,0
2086-07-26,1742,171826,0,0
2086-07-27,1793,170973,0,0
2086-07-28,1774,170118,0,0
2086-07-29,1723,169238,0,0
2086-07-30,1634,168414,0,0
2086-07-31,1517,167565,0,0
2086-08-01,1475,166625,0,0
2086-08-02,1453,165645,0,0
2086-08-03,1780,164618,0,0
2086-08-04,2518,163956,0,0
2086-08-05,2811,164406,0,0
2086-08-06,2811,165154,0,0
2086-08-07,2743,165823,0,0
2086-08-08,2556,166478,0,0
2086-08-09,2320,167105,0,0
2086-08-10,2114,167544,0,0
2086-08-11,1936,167754,0,0
2086-08-12,1783,167725,0,0
2086-08-13,1651,167464,0,0
2086-08-14,1535,166988,0,0
2086-08-15,1435,166315,0,0
2086-08-16,1348,165465,0,0
2086-08-17,1270,164457,0,0
2086-08-18,1202,163306,0,0
2086-08-19,1142,162028,0,0
2086-08-20,1086,160636,0,0
2086-08-21,1036,159139,0,0
2086-08-22,1002,157548,0,0
2086-08-23,1002,155890,0,0
2086-08-24,1165,154231,0,0
2086-08-25,1449,152698,0,0
2086-08-26,1916,151543,0,0
2086-08-27,2243,151042,0,0
2086-08-28,2529,150956,0,0
2086-08-29,2656,151323,0,0
2086-08-30,2635,151807,0,0
2086-08-31,2445,152166,0,0
2086-09-01,2221,152512,0,0
2086-09-02,2017,152848,0,0
2086-09-03,1839,152988,0,0
2086-09-04,1685,152913,0,0
2086-09-05,1554,152621,0,0
2086-09-06,1438,152126,0,0
2086-09-07,1434,151440,0,0
2086-09-08,6225,150699,0,0
2086-09-09,7194,152176,0,0
2086-09-10,6180,154719,0,0
2086-09-11,5189,156987,0,0
2086-09-12,4384,159026,0,0
2086-09-13,3740,160894,0,0
2086-09-14,3227,162635,0,0
2086-09-15,3012,164282,0,0
2086-09-16,2760,165802,0,0
2086-09-17,2473,167044,0,0
2086-09-18,2233,167892,0,0
2086-09-19,2031,168410,0,0
2086-09-20,1860,168651,0,0
2086-09-21,1718,168634,0,0
2086-09-22,1704,168353,0,0
2086-09-23,2026,167944,0,0
2086-09-24,2146,167630,0,0
2086-09-25,2146,167376,0,0
2086-09-26,2149,167200,0,0
2086-09-27,2225,167183,0,0
2086-09-28,2225,167290,0,0
2086-09-29,2196,167433,0,0
2086-09-30,2130,167587,0,0
2086-10-01,2022,167694,0,0
2086-10-02,1875,167768,0,0
2086-10-03,1745,167660,0,0
2086-10-04,1631,167370,0,0
2086-10-05,1530,166905,0,0
2086-10-06,1442,166276,0,0
2086-10-07,1362,165496,0,0
2086-10-08,1290,164577,0,0
2086-10-09,1234,163531,0,0
2086-10-10,5362,162381,0,0
2086-10-11,6915,163569,0,0
2086-10-12,6016,166002,0,0
2086-10-13,5185,168224,0,0
2086-10-14,4409,170313,0,0
2086-10-15,3838,172243,0,0
2086-10-16,3332,173686,0,0
2086-10-17,2902,174746,0,0
2086-10-18,2541,175725,0,0
2086-10-19,2379,176641,0,0
2086-10-20,2570,177502,0,0
2086-10-21,2758,178610,0,0
2086-10-22,2717,179726,0,0
2086-10-23,2617,180783,0,0
2086-10-24,2513,181768,0,0
2086-10-25,2324,182644,0,0
2086-10-26,2047,183289,0,0
2086-10-27,1924,183582,0,0
2086-10-28,1844,183669,0,0
2086-10-29,1719,183589,0,0
2086-10-30,1609,183301,0,0
2086-10-31,1603,182821,0,0
2086-11-01,1628,182271,0,0
2086-11-02,1711,181589,0,0
2086-11-03,1826,180896,0,0
2086-11-04,1850,180254,0,0
2086-11-05,1850,179666,0,0
2086-11-06,1850,179161,0,0
2086-11-07,1839,178702,0,0
2086-11-08,1846,178272,0,0
2086-11-09,1940,177889,0,0
2086-11-10,1940,177561,0,0
2086-11-11,1928,177240,0,0
2086-11-12,2054,176948,0,0
2086-11-13,2224,176770,0,0
2086-11-14,2333,176704,0,0
2086-11-15,6332,176786,0,0
2086-11-16,6588,179140,0,0
2086-11-17,6363,181432,0,0
2086-11-18,5816,183058,0,0
2086-11-19,5017,183976,0,0
2086-11-20,4444,184647,0,0
2086-11-21,4334,185218,0,0
2086-11-22,3951,185845,0,0
2086-11-23,3584,186358,0,0
2086-11-24,3852,186793,0,0
2086-11-25,3735,187423,0,0
2086-11-26,3431,187972,0,0
2086-11-27,3256,188405,0,0
2086-11-28,3133,188740,0,0
2086-11-29,3606,189073,0,0
2086-11-30,4232,189690,0,0
2086-12-01,4210,190575,0,0
2086-12-02,3933,191245,0,0
2086-12-03,3613,191754,0,0
2086-12-04,3321,192136,0,0
2086-12-05,3067,192421,0,0
2086-12-06,2849,192633,0,0
2086-12-07,2659,192787,0,0
2086-12-08,2495,192895,0,0
2086-12-09,2352,192966,0,0
2086-12-10,2224,193005,0,0
2086-12-11,2226,193017,0,0
2086-12-12,2228,193076,0,0
2086-12-13,2228,193132,0,0
2086-12-14,2402,193193,0,0
2086-12-15,2497,193354,0,0
2086-12-16,2472,193507,0,0
2086-12-17,3196,193619,0,0
2086-12-18,3589,194101,0,0
2086-12-19,3522,194577,0,0
2086-12-20,3291,194946,0,0
2086-12-21,3212,195214,0,0
2086-12-22,3082,195514,0,0
2086-12-23,2904,195759,0,0
2086-12-24,2719,195938,0,0
2086-12-25,2546,196059,0,0
2086-12-26,2388,196133,0,0
2086-12-27,2250,196169,0,0
2086-12-28,2126,196174,0,0
2086-12-29,2190,196153,0,0
2086-12-30,2247,196191,0,0
2086-12-31,3166,196211,0,0
2087-01-01,4059,196630,0,0
2087-01-02,4129,195439,0,0
2087-01-03,3872,196339,0,0
2087-01-04,3555,197695,0,0
2087-01-05,3270,198118,0,0
2087-01-06,3016,198452,0,0
2087-01-07,2794,198716,0,0
2087-01-08,2602,198926,0,0
2087-01-09,2434,199092,0,0
2087-01-10,2288,199223,0,0
